loudness,sub_bass,bass,low_mid,mid,high_mid,presence,brilliance,pulse
0.0879356,0.013397353,0.04683591,0.091705024,0.046765212,0.010867279,0.008306563,0.0033566188,0.0
0.081681974,0.021189708,0.051826015,0.078596696,0.033610497,0.004756158,0.0019112839,0.0009010461,0.0
0.06964387,0.021260278,0.051826015,0.06670733,0.025146818,0.0036489568,0.0013521921,0.0008760807,0.0
0.05689349,0.023796147,0.02604925,0.06408568,0.024714213,0.0034785434,0.0012646511,0.00081869646,0.0
0.05689349,0.03456698,0.02604925,0.06408568,0.024714213,0.0036489568,0.0012646511,0.00081869646,0.0
0.5375091,0.04371132,0.46286052,0.39911988,0.12547159,0.03694017,0.018246204,0.004229806,1.0
0.54939365,0.04371132,0.6004728,0.39911988,0.19554195,0.03694017,0.018246204,0.004229806,0.0
0.54939365,0.0146237975,0.6004728,0.2824169,0.19554195,0.021474535,0.0038995014,0.0011789744,0.0
0.45845872,0.013552972,0.5180669,0.2520626,0.17111304,0.01350395,0.0017672221,0.0008780179,0.0
0.41382137,0.013552972,0.43027356,0.19119637,0.14715707,0.00934286,0.001511445,0.00077802147,0.0
0.3840235,0.015101181,0.40030974,0.19119637,0.12661627,0.0061472864,0.001511445,0.00077802147,0.0
0.37002337,0.015617229,0.40030974,0.10594906,0.12661627,0.0061472864,0.0034814524,0.0015083054,0.0
0.37002337,0.015101181,0.40030974,0.10594906,0.18287835,0.028525498,0.016192956,0.0017067743,1.0
0.42183334,0.011278157,0.36524558,0.19996682,0.20040396,0.028525498,0.016192956,0.0017067743,0.0
0.42183334,0.011278157,0.34388888,0.20537503,0.20040396,0.019285522,0.0045412537,0.0009168998,0.0
0.40391877,0.016443314,0.34388888,0.19996682,0.18858534,0.012585329,0.0021320228,0.00084360037,0.0
0.38443503,0.018862113,0.33433563,0.1978317,0.17605413,0.010485619,0.0021320228,0.00084360037,0.0
0.3155765,0.019399086,0.32662728,0.13569415,0.16828774,0.008619123,0.007096046,0.0043660733,0.0
0.23532724,0.019399086,0.30113363,0.053262956,0.06914186,0.0067076185,0.007096046,0.0043660733,0.0
0.23532724,0.029928774,0.276989,0.053262956,0.06914186,0.0067076185,0.007096046,0.003880128,0.0
0.33855018,0.023303028,0.24913348,0.19832395,0.20320833,0.02146328,0.007429666,0.0014091921,1.0
0.33855018,0.023303028,0.2397991,0.19832395,0.20320833,0.02146328,0.007429666,0.001159223,0.0
0.30649215,0.021129321,0.23068157,0.14257398,0.1809308,0.012030355,0.003172613,0.00094948837,0.0
0.27320895,0.020145154,0.19816944,0.14257398,0.1809308,0.012030355,0.003172613,0.00094948837,0.0
0.26383296,0.020145154,0.19790448,0.15272216,0.17117777,0.01401458,0.005662259,0.0025459097,1.0
0.20903322,0.020243967,0.19302279,0.18486947,0.0782,0.01401458,0.005662259,0.0025459097,0.0
0.20903322,0.020243967,0.17023242,0.20967305,0.0782,0.01401458,0.005662259,0.00238348,0.0
0.20431314,0.022517951,0.14497419,0.18514916,0.11315278,0.009300639,0.002420527,0.0009585794,1.0
0.20431314,0.016271025,0.12711638,0.18514916,0.11315278,0.009300639,0.002420527,0.0009269586,0.0
0.19227219,0.021291915,0.11919486,0.17519855,0.10429682,0.004910588,0.0015203861,0.0009216919,0.0
0.17210165,0.016271025,0.111259915,0.13456562,0.091268465,0.004910588,0.0015203861,0.0009269586,0.0
0.13637187,0.021291915,0.05246342,0.114613004,0.08892622,0.0056048855,0.0042694584,0.0010323512,0.0
0.07489201,0.016997,0.04174358,0.07372887,0.04165722,0.0065813535,0.0050803423,0.0022172434,0.0
0.07489201,0.025488038,0.04174358,0.07372887,0.04165722,0.015168218,0.009493405,0.0022172434,0.0
0.33805826,0.072851196,0.17913958,0.17388742,0.20070574,0.052605193,0.03215584,0.0040103006,1.0
0.34229058,0.072851196,0.3198627,0.18387605,0.20070574,0.052605193,0.03215584,0.0040103006,0.0
0.34229058,0.039192617,0.3198627,0.18387605,0.17910708,0.024075998,0.010353375,0.0018700054,0.0
0.34229058,0.025789872,0.3198627,0.2368783,0.16822554,0.011825465,0.0060415864,0.0011700689,0.0
0.33069792,0.023708684,0.31510577,0.2368783,0.1360618,0.0095621385,0.0060415864,0.0011700689,0.0
0.2858948,0.017141838,0.29645067,0.15301655,0.117661305,0.009276235,0.004414696,0.0011700689,0.0
0.2858948,0.023708684,0.31374705,0.15301655,0.117661305,0.0095621385,0.007601386,0.0033701162,0.0
0.35282508,0.03223652,0.2964258,0.21218462,0.19996081,0.08205845,0.08409316,0.03237763,1.0
0.41055015,0.03223652,0.2964258,0.38705853,0.19996081,0.09575802,0.08409316,0.03237763,0.0
0.41055015,0.020131584,0.27765188,0.38705853,0.18057981,0.09575802,0.025733707,0.0060846414,0.0
0.36635205,0.020131584,0.27666298,0.31702778,0.17379023,0.0589891,0.010968716,0.0034417082,0.0
0.35421303,0.02072723,0.27765188,0.25537714,0.14930594,0.03884495,0.0058914693,0.0022638359,0.0
0.32237494,0.02072723,0.26454744,0.23715407,0.14147644,0.027161589,0.004539894,0.0017228922,0.0
0.2921292,0.019174034,0.27482644,0.23170947,0.13373874,0.019584538,0.0043083,0.0015560553,0.0
0.2921292,0.019174034,0.27482644,0.23715407,0.13373874,0.019584538,0.004539894,0.0017228922,0.0
0.3395724,0.03127113,0.27482644,0.23115903,0.2105614,0.17471534,0.11448851,0.04895402,1.0
0.35687327,0.03127113,0.28640428,0.18377298,0.22455028,0.17471534,0.11448851,0.04895402,0.0
0.3395724,0.02006196,0.2466887,0.18042949,0.2105614,0.12712911,0.056840356,0.015450803,0.0
0.29326206,0.02006196,0.2466887,0.16980426,0.18974486,0.09666941,0.033099197,0.008011485,0.0
0.29213285,0.013235857,0.2466887,0.15044075,0.18286593,0.07045949,0.015799522,0.004430727,0.0
0.22803378,0.019624049,0.23208444,0.11517044,0.07209999,0.023508962,0.009286517,0.0031948832,0.0
0.22803378,0.019624049,0.25939843,0.11517044,0.07209999,0.023508962,0.009286517,0.0031948832,0.0
0.34731582,0.027060816,0.23882496,0.11131043,0.18549047,0.18207006,0.23110974,0.067701146,1.0
0.34731582,0.027060816,0.23882496,0.102069,0.18549047,0.18207006,0.23110974,0.067701146,0.0
0.28489366,0.033302274,0.2283606,0.102069,0.18410768,0.11930318,0.10869956,0.015428837,0.0
0.2625954,0.015912207,0.20073196,0.10429244,0.16255888,0.088769704,0.06065854,0.0066892947,0.0
0.24120018,0.019235754,0.20073196,0.11065923,0.14917696,0.065667085,0.03302251,0.0036436617,0.0
0.23413815,0.019158034,0.2001903,0.10776623,0.14917696,0.053670958,0.02244818,0.0025303818,0.0
0.20656359,0.019235754,0.1815361,0.10776623,0.14917696,0.03986162,0.012461037,0.0025303818,0.0
0.20656359,0.028780373,0.1815361,0.10776623,0.15015867,0.03986162,0.012461037,0.0068406267,0.0
0.32060385,0.06704467,0.19165437,0.15898737,0.328053,0.21617655,0.08228533,0.016473312,1.0
0.32060385,0.06704467,0.19165437,0.16763942,0.328053,0.21617655,0.08228533,0.016473312,0.0
0.31126493,0.052801415,0.17656158,0.16763942,0.2627908,0.07423795,0.021544851,0.0050153714,0.0
0.31126493,0.04187338,0.13479947,0.2873553,0.22087464,0.048318714,0.012857441,0.0028040847,0.0
0.33643767,0.0379513,0.08461147,0.32623556,0.19886987,0.03317143,0.010394602,0.0021307725,0.0
0.34562966,0.035371806,0.08461147,0.33440366,0.18531066,0.02622794,0.005811435,0.002129196,0.0
0.36094198,0.034430433,0.09574268,0.33516982,0.17770603,0.015699064,0.005737379,0.0016013654,0.0
0.36094198,0.03226385,0.10470694,0.33516982,0.17770603,0.015699064,0.005737379,0.0016013654,0.0
0.28762853,0.029149001,0.10470694,0.282785,0.17303252,0.021315461,0.0038538128,0.0016013654,1.0
0.28762853,0.027572842,0.08375925,0.282785,0.17303252,0.021315461,0.0035585992,0.0011124259,0.0
0.4380163,0.02622505,0.075055644,0.4523607,0.17284426,0.014826733,0.0027707512,0.0010839428,0.0
0.5312028,0.022229824,0.075055644,0.542507,0.16327794,0.012541177,0.002219475,0.0009987531,0.0
0.5312028,0.021693937,0.076763555,0.542507,0.14794579,0.008853704,0.002219475,0.0009987531,0.0
0.49630404,0.021693937,0.076763555,0.5297103,0.14496456,0.008853353,0.0020343647,0.00085756986,0.0
0.49630404,0.021693937,0.07899484,0.39996177,0.14496456,0.008853704,0.003497197,0.0017088511,0.0
0.51875794,0.028715085,0.07421772,0.27424398,0.31913924,0.016873052,0.0050552944,0.0010543359,1.0
0.5277443,0.028715085,0.07231417,0.15629475,0.31913924,0.016873052,0.0050552944,0.0010543359,0.0
0.5277443,0.017480485,0.069212176,0.15629475,0.29332024,0.010046325,0.0023964127,0.00089653215,0.0
0.5098393,0.016931698,0.069212176,0.21036258,0.2759503,0.0067990692,0.0016129939,0.00089653215,0.0
0.49462634,0.016931698,0.06697181,0.21036258,0.24504076,0.0067990692,0.0016129939,0.00094293396,0.0
0.44297472,0.016568158,0.064693615,0.19602557,0.23138009,0.006177126,0.0017005337,0.0017805443,0.0
0.25530803,0.016213765,0.064693615,0.10079592,0.13826722,0.007986819,0.007024815,0.0047609345,0.0
0.25530803,0.016213765,0.059621688,0.09135357,0.13826722,0.05431117,0.04407936,0.021505933,1.0
0.2865111,0.014464761,0.034658212,0.084458016,0.18688014,0.06882834,0.04407936,0.021505933,0.0
0.2865111,0.014464761,0.034658212,0.081365116,0.18688014,0.06882834,0.020028092,0.004213468,0.0
0.25182226,0.014365527,0.03791941,0.07692069,0.18137805,0.04318284,0.0097778365,0.001918938,0.0
0.23078957,0.009295906,0.0413239,0.07692069,0.15581,0.032856766,0.004763225,0.0012580551,0.0
0.20422623,0.009170789,0.0413239,0.085371524,0.14766787,0.022693207,0.0041210954,0.0012580551,0.0
0.18513998,0.009170789,0.037747275,0.094227985,0.06426018,0.008094484,0.0029359183,0.0019730786,0.0
0.18513998,0.01094727,0.035566118,0.094227985,0.06426018,0.008094484,0.0041210954,0.0021879263,0.0
0.32139486,0.01094727,0.037747275,0.09121715,0.18940455,0.051684912,0.014285149,0.003272908,1.0
0.32139486,0.00915453,0.03600559,0.07944603,0.18940455,0.051684912,0.02154561,0.012630128,0.0
0.2580893,0.009063854,0.03600559,0.07817925,0.18800727,0.042557705,0.014285149,0.003272908,0.0
0.24118382,0.0073700035,0.034023184,0.067959666,0.14290959,0.014603709,0.0065897107,0.0018923787,0.0
0.21106058,0.006892967,0.031879816,0.067959666,0.13337699,0.0109195,0.0063824337,0.0018923787,0.0
0.13101107,0.0073700035,0.031602506,0.06900179,0.060023822,0.010064697,0.003257654,0.0008961834,0.0
0.13101107,0.0064033866,0.031879816,0.07455384,0.060023822,0.0109195,0.0063824337,0.0034838596,0.0
0.17161949,0.01247419,0.031602506,0.076108694,0.124861754,0.020160938,0.015182722,0.0044240416,1.0
0.18156296,0.012427179,0.034863893,0.076108694,0.124861754,0.020160938,0.015182722,0.0044240416,0.0
0.18156296,0.012427179,0.028485768,0.076108694,0.10738866,0.014639763,0.0075893,0.001615243,0.0
0.1547742,0.010843471,0.027929023,0.0753773,0.10541663,0.010279325,0.0042728637,0.0009468362,0.0
0.1530862,0.007543802,0.027929023,0.076719925,0.09218572,0.010279325,0.004152414,0.0009468362,0.0
0.1375096,0.010843471,0.025988907,0.0753773,0.086049564,0.008077163,0.0025103071,0.0008874914,0.0
0.1375096,0.013666264,0.033945307,0.10175382,0.09218572,0.010830511,0.004152414,0.0012715709,0.0
0.29294112,0.021036137,0.031972736,0.06733674,0.17990626,0.019802023,0.00913077,0.0014100166,1.0
0.4271355,0.021036137,0.031972736,0.06733674,0.23865014,0.019802023,0.00913077,0.0014100166,0.0
0.4271355,0.008257794,0.029208414,0.06420328,0.23865014,0.009970882,0.0027228284,0.00090293254,0.0
0.39904737,0.007849463,0.02625448,0.06420328,0.20254697,0.005707003,0.001631002,0.0006888107,0.0
0.36423045,0.006371112,0.02244855,0.06420328,0.20201032,0.004088689,0.0013272441,0.0006664322,0.0
0.34394753,0.006371112,0.021439847,0.052303456,0.17654552,0.0030294047,0.0011938066,0.0006520267,0.0
0.32166353,0.0073067727,0.021439847,0.052303456,0.17654552,0.0030294047,0.0011938066,0.0006520267,0.0
0.31245795,0.009672977,0.021439847,0.113102175,0.189092,0.018840171,0.011233632,0.0067362934,1.0
0.29919454,0.009672977,0.0298547,0.13758424,0.189092,0.018840171,0.01605322,0.006757806,0.0
0.16714725,0.0085114855,0.0298547,0.13758424,0.08392612,0.014872894,0.011233632,0.018738145,0.0
0.08056323,0.00635674,0.03466261,0.079296276,0.035587177,0.013236613,0.0076476294,0.018738145,0.0
0.06308346,0.0085114855,0.03466261,0.06949512,0.035201006,0.011059983,0.006198501,0.0027485052,0.0
0.05675774,0.00982001,0.015902847,0.06949512,0.023877047,0.007946689,0.003622209,0.0013934496,0.0
0.05675774,0.00982001,0.015902847,0.045123994,0.023877047,0.0070071477,0.003622209,0.0013934496,0.0
0.13041694,0.010749092,0.017264824,0.045123994,0.03778044,0.0070071477,0.009561483,0.0027686874,0.0
0.3254727,0.008946994,0.18878917,0.12571435,0.2021266,0.115447424,0.10015321,0.040699154,1.0
0.3254727,0.004866786,0.19398996,0.12571435,0.2021266,0.115447424,0.10015321,0.040699154,0.0
0.28547108,0.0047505354,0.18878917,0.09452767,0.17972232,0.09144397,0.06813892,0.01366741,0.0
0.24054417,0.0047505354,0.15660542,0.08305281,0.15495355,0.05819189,0.042481694,0.005494115,0.0
0.21335335,0.0047505354,0.13172911,0.073925376,0.1454791,0.043550223,0.028522536,0.005494115,0.0
0.16902883,0.00433954,0.11115695,0.061635535,0.13067955,0.03753376,0.02309275,0.0028499311,0.0
0.16902883,0.00433954,0.09629381,0.061635535,0.13067955,0.03753376,0.02309275,0.010463209,0.0
0.2307861,0.0077365907,0.09513485,0.06399666,0.16492717,0.086506434,0.08433917,0.054951966,1.0
0.2307861,0.0077365907,0.092555694,0.06399666,0.16492717,0.086506434,0.08433917,0.054951966,0.0
0.18667471,0.003253579,0.08106583,0.054393165,0.13666011,0.061107267,0.05548175,0.017071187,0.0
0.17982587,0.0025867347,0.08106583,0.043070875,0.13319388,0.047326952,0.03773669,0.0067657786,0.0
0.15317063,0.003253579,0.08360947,0.035879377,0.1135467,0.032591276,0.020353531,0.00352486,0.0
0.13880698,0.0062978226,0.085297726,0.03282656,0.10494987,0.02840334,0.016542468,0.0029719446,0.0
0.13880698,0.007254675,0.086866125,0.035879377,0.06080647,0.015867086,0.010874385,0.0029719446,0.0
0.17312759,0.0075056567,0.09302833,0.03850955,0.06080647,0.015867086,0.010874385,0.0111986855,1.0
0.23493718,0.008261631,0.098057985,0.03850955,0.17300035,0.07527869,0.04860597,0.020543363,1.0
0.23493718,0.008635437,0.09694371,0.033203475,0.17300035,0.07527869,0.04860597,0.020543363,0.0
0.20835714,0.008261631,0.09694371,0.031891987,0.16386248,0.06351388,0.031956322,0.0074293707,0.0
0.19064261,0.005211019,0.09694371,0.031891987,0.15680133,0.050388776,0.018284077,0.0035749774,0.0
0.17406578,0.005211019,0.09590383,0.027658552,0.13076508,0.03877752,0.012456791,0.0034067058,0.0
0.120779544,0.003797758,0.09696861,0.027431034,0.06732244,0.019771064,0.009187333,0.0020388751,0.0
0.120779544,0.01237312,0.09590383,0.027431034,0.06732244,0.019771064,0.009187333,0.0034067058,0.0
0.3326062,0.01217217,0.07029521,0.027431034,0.20487842,0.10405999,0.06797606,0.017741155,1.0
0.3326062,0.01217217,0.06772492,0.023150403,0.20487842,0.10405999,0.06797606,0.017741155,0.0
0.31210992,0.0063710194,0.050480224,0.02250701,0.19332433,0.07844692,0.031913444,0.0051900577,0.0
0.28965664,0.006231665,0.050480224,0.02250701,0.18052363,0.053042706,0.018855415,0.003068587,0.0
0.2627368,0.0063710194,0.04379286,0.022142483,0.16477223,0.047118798,0.018855415,0.003068587,0.0
0.14095783,0.007275225,0.0209211,0.016955497,0.083228104,0.037318926,0.013048526,0.0020360642,0.0
0.14095783,0.008749192,0.0209211,0.022142483,0.083228104,0.03395832,0.017520526,0.0140637485,0.0
0.37595177,0.0154207675,0.23630498,0.23783408,0.13461709,0.03395832,0.017520526,0.022441719,1.0
0.42605668,0.0154207675,0.25521126,0.2464688,0.2604145,0.13522863,0.08530472,0.028304322,1.0
0.42605668,0.00650302,0.25521126,0.2464688,0.2604145,0.13522863,0.08530472,0.028304322,0.0
0.41476968,0.0057809376,0.25752428,0.25913745,0.2582516,0.103346385,0.04714515,0.009324339,0.0
0.40686345,0.004413996,0.25752428,0.26754683,0.23497084,0.07856541,0.02282126,0.0046090377,0.0
0.38369903,0.004413996,0.25752428,0.26754683,0.20749472,0.0594454,0.015113364,0.0034257174,0.0
0.34685618,0.006770164,0.24085371,0.24563022,0.12636901,0.027896073,0.006673644,0.002338212,0.0
0.34685618,0.010583652,0.23866116,0.24563022,0.12636901,0.027896073,0.006673644,0.002338212,0.0
0.45552534,0.035813853,0.17991146,0.32807904,0.23689473,0.13592976,0.04322711,0.009891125,1.0
0.45552534,0.035813853,0.17991146,0.32807904,0.23689473,0.13592976,0.04322711,0.009891125,0.0
0.3902906,0.01224145,0.17991146,0.28409043,0.21564862,0.08013075,0.014117221,0.004414414,0.0
0.35534105,0.009877599,0.16705173,0.276292,0.17833215,0.05208599,0.0063281828,0.0029284754,0.0
0.34916154,0.008158181,0.16615346,0.276292,0.16195755,0.031341605,0.0063281828,0.0029284754,0.0
0.27306533,0.004929531,0.14948629,0.2073094,0.1435683,0.030876664,0.0056882887,0.0024927931,0.0
0.27306533,0.008158181,0.1480833,0.20473307,0.1435683,0.031341605,0.012507886,0.005037471,0.0
0.37068447,0.018749205,0.11784647,0.20473307,0.23965222,0.09131617,0.105307475,0.09581143,1.0
0.38005912,0.018749205,0.107107215,0.30774152,0.24105175,0.13883343,0.105307475,0.09581143,0.0
0.38005912,0.009532837,0.10564341,0.30774152,0.26727638,0.13883343,0.059601955,0.009574672,0.0
0.33111677,0.0048675514,0.10564341,0.18598892,0.27678263,0.110959254,0.027116291,0.005745664,0.0
0.3157096,0.0048675514,0.09878956,0.13562706,0.27678263,0.0840923,0.01563431,0.005745664,0.0
0.30767283,0.00652475,0.09091889,0.08644716,0.27678263,0.07906987,0.01563431,0.008759002,0.0
0.30767283,0.00776436,0.07115653,0.13562706,0.24983984,0.06671158,0.027691247,0.008759002,0.0
0.30767283,0.008631292,0.06678769,0.14493573,0.27737418,0.07906987,0.079260275,0.02796004,0.0
0.2709309,0.0118996,0.062017493,0.19504462,0.1938767,0.05828893,0.04122896,0.0064328318,1.0
0.25010607,0.0118996,0.053546302,0.19504462,0.1938767,0.056192916,0.04122896,0.0042198184,0.0
0.2234312,0.009594913,0.053546302,0.18788373,0.1591284,0.025741564,0.015349302,0.0021599913,0.0
0.1851538,0.0074615185,0.043272913,0.1718784,0.1280747,0.021085477,0.0072572855,0.0013914428,0.0
0.18006116,0.0074615185,0.040735524,0.1656691,0.10845616,0.016082149,0.0068599773,0.0012348394,0.0
0.16955638,0.011268729,0.040735524,0.16190375,0.09625682,0.010941314,0.0068599773,0.0012348394,0.0
0.16955638,0.01519036,0.09327744,0.1656691,0.09625682,0.010941314,0.012809591,0.0030703705,0.0
0.33971682,0.073231116,0.16090685,0.2648307,0.2330447,0.14492449,0.058290254,0.010957613,1.0
0.33971682,0.073231116,0.22054762,0.2648307,0.26220077,0.14492449,0.058290254,0.010957613,0.0
0.31055495,0.04330421,0.16939433,0.25412604,0.26220077,0.061493702,0.018884277,0.0040518143,0.0
0.27348846,0.041435286,0.18741482,0.20571493,0.22254594,0.036706187,0.011770552,0.0024768987,0.0
0.27348846,0.038685497,0.16939433,0.20571493,0.19996959,0.026240077,0.007498693,0.0017684745,0.0
0.26496837,0.035998065,0.17297384,0.22025149,0.17416777,0.017337393,0.0053537153,0.0011804998,0.0
0.2812579,0.035998065,0.12628219,0.24907055,0.17001621,0.014470587,0.0033400413,0.0010483292,0.0
0.295742,0.036016032,0.17297384,0.27409366,0.1588616,0.014470587,0.0033400413,0.0010483292,0.0
0.40461162,0.036016032,0.095603846,0.45122284,0.15659702,0.012264037,0.0031797215,0.00086474326,1.0
0.40461162,0.027644208,0.14252521,0.45122284,0.1588616,0.012264037,0.0025619902,0.0006438645,0.0
0.29400912,0.027087191,0.09839231,0.30818364,0.1322207,0.00758417,0.0016047665,0.00060707,0.0
0.29400912,0.026783982,0.13579616,0.30818364,0.110167265,0.0074965334,0.0013539386,0.00057847286,0.0
0.2971319,0.026186384,0.10119646,0.32523772,0.10607219,0.0064205504,0.0013322958,0.00060022506,0.0
0.38523605,0.024226371,0.11146769,0.43124688,0.1058282,0.0060924417,0.0011993016,0.00060022506,0.0
0.43982115,0.022878395,0.10119646,0.4831113,0.1058282,0.0060924417,0.0011993016,0.0006049833,0.0
0.5718088,0.022878395,0.097618885,0.4831113,0.2640777,0.012394994,0.005783329,0.0008251586,1.0
0.6073592,0.019282661,0.076990336,0.31884056,0.34303722,0.012394994,0.005783329,0.0008251586,0.0
0.6073592,0.019282661,0.076990336,0.27735153,0.34303722,0.009117461,0.0018695295,0.00057235616,0.0
0.5572563,0.018501284,0.07767573,0.20805146,0.33015975,0.006473032,0.0012751765,0.0005644924,0.0
0.53102815,0.018501284,0.08397701,0.15794611,0.30981663,0.005073508,0.00090977264,0.0005644924,0.0
